11.5128,11.6539,7.12028,20.0929,76.2802,100.945,32.6546,1516.67,21.0337,8.00563,8.92971,35.0019,43.8409,68.2565
11.5152,11.6635,7.1001,19.1821,74.1072,98.751,32.0808,1458.44,21.6354,8.07712,8.25512,34.6396,40.7904,63.1941
11.6154,11.542,7.08135,19.5257,72.8631,96.9871,31.8077,1444.76,21.0897,7.98823,8.57029,34.4151,41.9732,64.802
11.4397,11.6695,7.03039,19.8579,79.092,103.917,32.6785,1560.83,20.4067,7.73527,8.50865,34.4172,42.492,67.245
11.4527,11.5708,7.01798,20.1563,76.3505,100.703,32.1182,1520.66,20.4358,7.74992,8.87798,34.1474,43.6304,68.4304
11.4567,11.5452,7.03455,20.2357,77.1929,101.481,32.4079,1536.94,20.0312,7.71647,8.89539,34.3689,43.9125,69.0272
11.5075,11.5283,7.02326,20.3345,75.6059,99.7696,32.0296,1512.01,20.3282,7.75401,9.06096,34.153,44.3044,69.2687
11.4876,11.8559,7.05155,18.8259,78.9961,104.535,32.6493,1535.65,21.7753,7.94527,7.70145,34.5217,39.0905,61.7278
11.3407,11.5995,7.03469,20.3558,77.6585,102.169,32.4631,1547.93,20.2961,7.74543,8.99506,34.3818,44.2891,69.6986
11.1925,11.7448,7.02663,20.2167,79.0443,104.159,32.5921,1568.65,20.9762,7.80121,8.85072,34.3491,43.6942,69.0844
11.2911,11.6745,7.0207,20.2289,78.4257,103.248,32.4816,1558.31,20.6297,7.75462,8.86355,34.2818,43.75,69.0813
11.5059,11.4948,7.02516,20.147,76.4112,100.482,32.2305,1521.38,19.883,7.69019,8.8378,34.2478,43.6249,68.4512
11.3983,11.6296,7.05963,19.9184,76.496,101.079,32.352,1517.01,20.816,7.86933,8.71606,34.4993,42.9859,67.268
11.4245,11.6082,7.00272,20.2826,78.248,102.812,32.3876,1556.76,20.1957,7.67068,8.87939,34.1377,43.8661,69.3378
11.3887,11.8433,7.04248,19.2605,81.4433,107.016,33.1053,1587.56,21.0308,7.8066,7.93334,34.6097,40.3704,64.2927
11.5115,11.5198,7.03359,20.3395,76.629,100.8,32.3064,1529.71,20.0002,7.71726,9.00639,34.3278,44.2977,69.4915
11.4344,11.6027,6.96597,20.3178,77.9475,102.479,32.1145,1552.9,20.2377,7.61619,8.90044,33.7928,43.8468,69.4049
11.1979,11.5867,7.00609,19.5246,74.5859,98.9571,31.6751,1475.43,21.0226,7.82756,8.43992,33.9014,41.5701,64.8645
11.0886,11.6868,7.02265,20.65,75.2092,100.001,31.8262,1512.95,21.5805,7.92051,9.43408,34.0571,45.3994,70.7294
11.5597,11.5759,7.02703,20.2093,73.8763,98.1644,31.6628,1478.97,21.0848,7.88018,9.08242,34.0251,44.0113,68.3108
11.4859,11.5357,7.07649,20.0751,75.4208,99.6065,32.3057,1501.88,20.4288,7.86097,8.88687,34.5983,43.6586,68.0065
11.4863,11.5353,7.03788,20.1794,76.3212,100.538,32.2575,1520.45,20.1922,7.75305,8.89709,34.3345,43.7936,68.6083
11.2816,11.7,7.06169,19.7077,77.7231,102.62,32.5623,1533.3,21.003,7.88202,8.49116,34.5832,42.1983,66.3097
11.3976,11.546,7.0455,20.4066,75.5642,99.797,32.1405,1512.75,20.4698,7.81137,9.14924,34.3364,44.6471,69.671
11.2421,11.7922,7.12674,18.5181,78.5842,103.87,33.0586,1521.33,21.4425,8.04187,7.47434,35.1869,38.3154,60.24
11.3055,11.6948,7.03767,19.861,78.3351,103.231,32.5486,1547.74,20.8,7.80676,8.57072,34.4176,42.5824,67.1552
11.4768,11.6586,7.04199,19.6131,73.3545,97.9652,31.5825,1455.74,21.7845,8.00468,8.64151,34.0799,42.0907,65.1675
11.384,11.5481,7.06664,19.9072,75.6697,99.9143,32.2874,1502.34,20.4576,7.84496,8.72598,34.5284,43.0304,67.1475
11.4262,11.5582,7.02256,20.2294,75.8334,100.121,32.0493,1513.41,20.4837,7.77029,8.96982,34.1526,43.9311,68.7428
11.5468,11.5445,7.05387,20.1699,73.4253,97.5792,31.755,1469.85,20.9809,7.91909,9.0805,34.2294,44.0201,68.1105
